Pais	Provincia	Partido	Localidad	ADSL	Cablemódem	Dial Up	Fibra óptica	4G	3G	Telefonía Fija	Wireless	Satelital	Total	Latitude	Longitude	location
ARGENTINA	CORRIENTES	Monte Caseros	Monte Caseros	1	0	0	1	1	1	1	1	1	7	-30.2484683	-57.6480672	Monte Caseros, Avenida del Trabajo, San Martín, Municipio de Monte Caseros, Departamento Monte Caseros, Corrientes, 3220, Argentina
ARGENTINA	CORRIENTES	Monte Caseros	Parada Acuña	0	0	0	0	0	0	0	1	0	1			
ARGENTINA	CORRIENTES	Monte Caseros	Parada Labougle	0	0	0	0	0	0	0	1	0	1			
ARGENTINA	CORRIENTES	Paso de los Libres	Bonpland	0	0	0	0	1	0	0	1	1	3	-29.709069	-57.0955873	Amado Bonpland, Barrio Picaflor, Barrio Santa Rosa, Municipio de Paso de los Libres, Departamento Paso de los Libres, Corrientes, W3230FLP, Argentina
ARGENTINA	CORRIENTES	Paso de los Libres	Parada Pucheta	0	0	0	0	1	0	0	1	0	2	-29.905836	-57.5744047	Municipio de Parada Pucheta, Departamento Paso de los Libres, Corrientes, Argentina
ARGENTINA	CORRIENTES	Paso de los Libres	Paso de los Libres	1	0	0	1	1	1	1	1	1	7	-29.7149295	-57.1005929	Paso de los Libres, Uruguay, Barrio de Sub-Oficiales Yapeyu, Barrio Santa Rosa, Municipio de Paso de los Libres, Departamento Paso de los Libres, Corrientes, W3230FLP, Argentina
ARGENTINA	CORRIENTES	Paso de los Libres	Tapebicuá	0	0	0	0	1	0	0	0	0	1	-29.5063208	-56.9756923	Tapebicuá, Municipio de Tapebicuá, Departamento Paso de los Libres, Corrientes, Argentina
ARGENTINA	CORRIENTES	Saladas	Saladas	1	0	0	0	1	1	1	0	1	5	-28.2547059	-58.6233333	Saladas, Departamento Saladas, Corrientes, Argentina
ARGENTINA	CORRIENTES	Saladas	San Lorenzo	0	0	0	1	1	1	1	1	1	6	-28.1380974	-58.7681222	Municipio de San Lorenzo, Departamento Saladas, Corrientes, Argentina
ARGENTINA	CORRIENTES	San Cosme	Ingenio Primer Correntino	0	0	0	0	0	0	0	0	0	0	-27.4339219	-58.6244132	Ingenio Primer Correntino, Municipio de Santa Ana, Departamento San Cosme, Corrientes, Argentina
ARGENTINA	CORRIENTES	San Cosme	Paso de la Patria	0	0	0	0	1	1	1	1	1	5	-27.3173037	-58.572589	Municipio de Paso de la Patria, Departamento San Cosme, Corrientes, Argentina
ARGENTINA	CORRIENTES	San Cosme	San Cosme	1	0	0	0	1	1	1	1	1	6	-27.2917654	-58.4204191	Prefectura Naval Argentina Puerto Gonzalez, Ruta Provincial 1, Municipio de San Cosme, Departamento San Cosme, Corrientes, Argentina
ARGENTINA	CORRIENTES	San Cosme	Santa Ana	0	0	0	0	1	1	1	1	0	4	-27.3130801	-58.5596339	Santa Ana, Barrio Judicial, Municipio de Paso de la Patria, Departamento San Cosme, Corrientes, 3409, Argentina
ARGENTINA	CORRIENTES	San Luis del Palmar	San Luis del Palmar	0	0	0	0	1	1	1	0	1	4	-27.5084923	-58.5561591	Banco Nación, 795, Rivadavia, Municipio de San Luis del Palmar, Departamento San Luis del Palmar, Corrientes, W3403, Argentina
ARGENTINA	CORRIENTES	San Martín	Colonia Carlos Pellegrini	0	0	0	0	1	0	1	0	0	2	-28.5372087	-57.17124	Municipio de Colonia Carlos Pellegrini, Departamento San Martín, Corrientes, 3471, Argentina
ARGENTINA	CORRIENTES	San Martín	Guaviraví	0	0	0	0	1	0	0	0	0	1	-29.3686345	-56.8280408	Guaviraví, Municipio de Guaviraví, Departamento San Martín, Corrientes, Argentina
ARGENTINA	CORRIENTES	San Martín	La Cruz	1	0	0	0	1	1	1	0	1	5	-29.1784567	-56.6382532	Ruinas Jesuíticas de la Asunción de la Cruz de Mbororé, San Martín, Municipio de La Cruz, Departamento San Martín, Corrientes, 3346, Argentina
ARGENTINA	CORRIENTES	San Martín	Yapeyú	0	0	0	0	1	1	1	0	0	3	-29.4666943	-56.8164051	Municipio de Yapeyú, Departamento San Martín, Corrientes, 3231, Argentina
ARGENTINA	CORRIENTES	San Miguel	Loreto	0	0	0	0	1	0	1	1	1	4	-27.9999069	-57.5861692	Loreto, Centro, Municipio de San Miguel, Departamento San Miguel, Corrientes, 3485, Argentina
ARGENTINA	CORRIENTES	San Miguel	San Miguel	0	0	0	0	1	1	1	1	1	5	-27.9980337	-57.5872678	Municipio de San Miguel, Departamento San Miguel, Corrientes, Argentina
ARGENTINA	CORRIENTES	San Roque	9 de Julio (Est. Pueblo 9 de Julio)	0	0	0	0	1	0	1	0	0	2			
ARGENTINA	CORRIENTES	San Roque	Chavarría	0	0	0	0	0	0	1	0	1	2	-28.9549283	-58.5714449	Chavarría, Municipio de Chavarría, Departamento San Roque, Corrientes, Argentina
ARGENTINA	CORRIENTES	San Roque	Colonia Pando	0	0	0	0	1	0	0	0	0	1	-28.5252639	-58.4867196	Municipio de Colonia Pando, Departamento San Roque, Corrientes, Argentina
ARGENTINA	CORRIENTES	San Roque	Pedro R. Fernández (Est. Manuel F. Mantilla)	0	0	0	0	1	0	1	0	1	3			
ARGENTINA	CORRIENTES	San Roque	San Roque	0	0	0	0	1	1	1	0	1	4	-28.5709194	-58.7119707	San Roque, Municipio de San Roque, Departamento San Roque, Corrientes, 3448, Argentina
ARGENTINA	CORRIENTES	Santo Tomé	Garruchos	0	0	0	0	1	0	0	0	0	1	-28.1737667	-55.6506167	Municipio de Garruchos, Departamento Santo Tomé, Corrientes, 3349, Argentina
ARGENTINA	CORRIENTES	Santo Tomé	Gobernador Igr. Valentín Virasoro	1	0	0	1	1	1	1	0	1	6			
ARGENTINA	CORRIENTES	Santo Tomé	José Rafael Gómez	0	0	0	0	1	0	0	1	0	2	-28.2301263	-55.784592	Municipio de José Rafael Gómez, Departamento Santo Tomé, Corrientes, Argentina
ARGENTINA	CORRIENTES	Santo Tomé	Santo Tomé	1	0	0	0	1	1	1	1	1	6	-28.55676325	-56.05398052939918	Santo Tomé, Municipio de Santo Tomé, Departamento Santo Tomé, Corrientes, 3340, Argentina
ARGENTINA	CORRIENTES	Sauce	Sauce	0	1	0	0	1	1	1	0	1	5	-30.0832901	-58.7884026	Sauce, Municipio de Sauce, Departamento Sauce, Corrientes, Argentina
ARGENTINA	ENTRE RIOS	Colón	Arroyo Barú	0	0	0	1	1	0	1	1	1	5	-31.8112895	-58.4245991	Arroyo Barú, Junta de Gobierno de Arroyo Barú, Distrito Cuarto, Departamento Colón, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Colón	Colón	1	1	0	1	1	1	1	1	1	8	-32.2182804	-58.1356171	Colón, Distrito Primero, Departamento Colón, Entre Ríos, 3281, Argentina
ARGENTINA	ENTRE RIOS	Colón	Colonia Hugues	0	0	0	0	0	0	0	1	0	1			
ARGENTINA	ENTRE RIOS	Colón	El Brillante	0	0	0	0	0	0	0	1	0	1	-32.1781298	-58.2147487	El Brillante, San José, Distrito Primero, Departamento Colón, Entre Ríos, 3283, Argentina
ARGENTINA	ENTRE RIOS	Colón	El Colorado	0	0	0	0	1	1	0	0	0	2	-32.1797263	-58.1954385	El Colorado, San José, Distrito Primero, Departamento Colón, Entre Ríos, 3283, Argentina
ARGENTINA	ENTRE RIOS	Colón	Hambis	0	0	0	0	0	0	0	1	0	1	-31.9630673	-58.5075406	Hambis, Junta de Gobierno de Hambis, Distrito Tercero, Departamento Colón, Entre Ríos, 3269, Argentina
ARGENTINA	ENTRE RIOS	Colón	Hocker	0	0	0	0	1	0	0	0	0	1	-32.0849729	-58.3423152	Colonia Hocker, Distrito Segundo, Departamento Colón, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Colón	Hocker	0	0	0	0	1	0	0	1	1	3	-32.0849729	-58.3423152	Colonia Hocker, Distrito Segundo, Departamento Colón, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Colón	La Clarita	0	0	0	1	1	0	1	1	0	4	-31.9755592	-58.3924825	La Clarita, Distrito Cuarto, Departamento Colón, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Colón	Pueblo Cazes	0	0	0	0	0	0	0	1	0	1	-32.0043334	-58.4928844	Pueblo Cazes, Junta de Gobierno de Pueblo Cazes, Distrito Tercero, Departamento Colón, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Colón	Pueblo Liebig's	0	0	0	1	1	1	1	1	0	5	-32.1550231	-58.1928741	Pueblo Liebig, Junta de Gobierno de Pueblo Liebig, Distrito Segundo, Departamento Colón, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Colón	San José	1	0	0	0	1	1	1	1	0	5	-32.2122726	-58.2191465	San José, Distrito Primero, Departamento Colón, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Colón	Ubajay	1	0	0	1	1	1	1	1	0	6	-31.792412	-58.314684	Ubajay, Municipio de Ubajay, Distrito Sexto, Departamento Colón, Entre Ríos, E3287AWA, Argentina
ARGENTINA	ENTRE RIOS	Colón	Villa Elisa	1	1	0	1	1	1	1	1	0	7	-32.1631324	-58.4004902	Municipio Villa Elisa, Distrito Segundo, Departamento Colón, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Concordia	Benito Legeren	0	0	0	0	1	1	0	0	0	2	-31.4340229	-58.0741894	Benito Legerén, Concordia, Distrito Yuquerí, Departamento Concordia, Entre Ríos, 3201, Argentina
ARGENTINA	ENTRE RIOS	Concordia	Calabacilla	0	0	0	0	1	1	0	0	0	2			
ARGENTINA	ENTRE RIOS	Concordia	Clodomiro Ledesma	0	0	0	0	1	0	0	1	0	2	-31.5768307	-58.1809813	Clodomiro Ledesma, Junta de Gobierno de Clodomiro Ledesma, Distrito Yeruá, Departamento Concordia, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Concordia	Colonia Ayuí	0	0	0	0	1	1	1	0	0	3	-31.2068575	-58.0304248	Colonia Ayuí, Distrito Suburbios, Departamento Concordia, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Concordia	Colonia General Roca	0	0	0	0	0	0	0	0	0	0	-31.3481816	-58.0843968	Colonia General Roca, Junta de Gobierno de Colonia Roca, Distrito Suburbios, Departamento Concordia, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Concordia	Colonia Yeruá	0	0	0	0	0	0	0	0	0	0	-31.4381956	-58.1196567	Estancia Grande, Municipio de Estancia Grande, Distrito Yuquerí, Departamento Concordia, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Concordia	Concordia	1	1	0	1	1	1	1	1	1	8	-31.3972539	-58.0173305	Concordia, Distrito Suburbios, Departamento Concordia, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Concordia	El Redomón	0	0	0	0	0	0	0	0	0	0	-31.0958834	-58.2702819	El Redomón, Junta de Gobierno de El Redomón, Distrito Suburbios, Departamento Concordia, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Concordia	Estación Yeruá	0	0	0	0	1	0	1	0	0	2	-31.43354465	-58.3376407587571	Junta de Gobierno de Estación Yeruá, Distrito Yuquerí, Departamento Concordia, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Concordia	Estación Yuquerí	0	0	0	0	0	0	0	0	0	0	-31.3968539	-58.1619215	Estación Yuquerí, Distrito Yuquerí, Departamento Concordia, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Concordia	Estancia Grande	0	0	0	0	1	0	0	0	0	1	-31.4381956	-58.1196567	Estancia Grande, Municipio de Estancia Grande, Distrito Yuquerí, Departamento Concordia, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Concordia	La Criolla	0	0	0	1	1	1	1	1	0	5	-31.2689855	-58.1089185	La Criolla, Distrito Suburbios, Departamento Concordia, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Concordia	Las Tejas	0	0	0	0	1	1	0	0	0	2	-31.4113872	-58.0818545	Las Tejas, El Martillo, Las Tejas, Concordia, Distrito Yuquerí, Departamento Concordia, Entre Ríos, 3201, Argentina
ARGENTINA	ENTRE RIOS	Concordia	Los Charrúas	0	0	0	0	1	1	1	1	0	4	-31.1695333	-58.1862719	Los Charrúas, Distrito Suburbios, Departamento Concordia, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Concordia	Nueva Escocia	0	0	0	0	1	0	0	0	0	1	-31.6496817	-58.0164701	Nueva Escocia, Junta de Gobierno de Nueva Escocia, Distrito Yeruá, Departamento Concordia, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Concordia	Osvaldo Magnasco	0	0	0	0	1	0	1	0	0	2	-31.3130427	-58.0592889	Osvaldo Magnasco, Concordia, Distrito Suburbios, Departamento Concordia, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Concordia	Pedernal	0	0	0	0	1	0	0	1	0	2	-31.6720681	-58.2308352	Pedernal, Junta de Gobierno de Pedernal, Distrito Yeruá, Departamento Concordia, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Concordia	Puerto Yeruá	0	0	0	0	1	0	1	0	0	2	-31.533997	-58.0143686	Puerto Yeruá, Municipio de Puerto Yeruá, Distrito Yuquerí, Departamento Concordia, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Concordia	Villa Adela	0	0	0	0	1	1	0	0	0	2	-31.3987112	-58.0715482	Villa Adela, Concordia, Distrito Yuquerí, Departamento Concordia, Entre Ríos, 3201, Argentina
ARGENTINA	ENTRE RIOS	Concordia	VILLA ZORRAQUIN	0	0	0	0	1	1	0	0	0	2	-31.3217417	-58.0147277	Villa Zorraquín, Concordia, Distrito Suburbios, Departamento Concordia, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Diamante	Aldea Brasilera	0	0	0	0	1	1	1	1	0	4	-31.8902117	-60.5907921	Aldea Brasilera, Junta de Gobierno de Aldea Brasilera, Distrito Palmar, Departamento Diamante, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Diamante	Aldea Grapschental	0	0	0	0	0	0	0	0	0	0	-31.9611559	-60.4987264	Aldea Grapschental, Junta de Gobierno de Aldea Grapschental, Distrito Palmar, Departamento Diamante, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Diamante	Aldea Protestante	1	0	0	1	1	0	1	1	0	5	-32.0285833	-60.5605484	Aldea Protestante, Junta de Gobierno de Aldea Protestante, Distrito Palmar, Departamento Diamante, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Diamante	Aldea Salto	0	0	0	0	0	0	1	0	0	1	-31.9245414	-60.54618	Aldea Salto, Distrito Palmar, Departamento Diamante, Entre Ríos, 3101, Argentina
ARGENTINA	ENTRE RIOS	Diamante	Aldea San Francisco	0	0	0	0	0	0	0	0	0	0	-31.9605627	-60.6342198	Aldea San Francisco, Junta de Gobierno de General Alvear, Distrito Palmar, Departamento Diamante, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Diamante	Aldea Spatzenkutter	0	0	0	0	0	0	1	1	0	2	-31.9461846	-60.5821223	Aldea Spatzenkutter, Junta de Gobierno de Aldea Spatzenkutter, Distrito Palmar, Departamento Diamante, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Diamante	Aldea Valle María	0	0	0	1	1	0	1	1	0	4	-31.990497	-60.5882194	Aldea Valle María, Distrito Palmar, Departamento Diamante, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Diamante	Colonia Ensayo	0	0	0	0	0	0	1	1	0	2	-31.8657304	-60.5744168	Colonia Ensayo, Junta de Gobierno de Colonia Ensayo, Distrito Salto, Departamento Diamante, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Diamante	Costa Grande	0	0	0	0	0	0	0	0	0	0	-32.15778375	-60.50151279000194	Distrito Costa Grande, Departamento Diamante, Entre Ríos, 3105, Argentina
ARGENTINA	ENTRE RIOS	Diamante	Diamante	1	1	0	0	1	1	1	1	0	6	-32.0670391	-60.6426494	Diamante, Distrito Costa Grande, Departamento Diamante, Entre Ríos, 3105, Argentina
ARGENTINA	ENTRE RIOS	Diamante	Estación Camps	0	0	0	0	0	0	1	1	0	2	-32.1109342	-60.229641	Camps, Junta de Gobierno de Estación Camps, Distrito Isletas, Departamento Diamante, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Diamante	Estacion Puiggari	0	0	0	0	0	0	0	0	0	0	-32.0446636	-60.4794417	Camino Estacion Puiggari Aldea Protestante, Puiggari, Libertador San Martín, Distrito Palmar, Departamento Diamante, Entre Ríos, 3103, Argentina
ARGENTINA	ENTRE RIOS	Diamante	General Alvear	0	0	0	0	1	0	1	1	0	3	-31.950598	-60.6710779	General Alvear, Junta de Gobierno de General Alvear, Distrito Palmar, Departamento Diamante, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Diamante	General Racedo	0	0	0	0	1	0	1	1	0	3	-31.9823735	-60.4089756	General Racedo, Junta de Gobierno de General Racedo, Distrito Palmar, Departamento Diamante, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Diamante	General Ramírez	1	1	0	0	1	1	1	1	0	6	-32.1772159	-60.2017371	General Ramírez, Distrito Isletas, Departamento Diamante, Entre Ríos, 3164, Argentina
ARGENTINA	ENTRE RIOS	Diamante	La Juanita	0	0	0	0	0	0	0	0	0	0	-31.8765956	-60.6488558	Paraje La Juanita, Junta de Gobierno de Colonia Ensayo, Distrito Salto, Departamento Diamante, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Diamante	Las Jaulas	0	0	0	0	0	0	0	0	0	0	-31.8277086	-60.6047917	Las Jaulas, Junta de Gobierno de Colonia Ensayo, Distrito Salto, Departamento Diamante, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Diamante	Paraje La Virgen	0	0	0	0	0	0	0	0	0	0	-31.9170207	-60.653151	Paraje La Virgen, Junta de Gobierno de Aldea Brasilera, Distrito Palmar, Departamento Diamante, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Diamante	Puerto Las Cuevas	0	0	0	0	0	0	0	0	0	0			
ARGENTINA	ENTRE RIOS	Diamante	Strobel	0	1	0	0	1	1	0	0	0	3	-32.0549013	-60.6124177	Strobel, Diamante, Distrito Costa Grande, Departamento Diamante, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Diamante	Villa Libertador San Martín	1	0	0	0	1	1	1	1	0	5	-32.0735522	-60.4618956	Libertador San Martín, Distrito Palmar, Departamento Diamante, Entre Ríos, E3103, Argentina
ARGENTINA	ENTRE RIOS	Federación	Chajarí	1	1	0	1	1	1	1	1	0	7	-30.7603828	-57.9852672	Chajarí, Distrito Mandisoví, Departamento Federación, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Federación	Colonia Alemana	0	0	0	0	0	0	0	1	0	1	-30.89221515	-58.03463585989477	Junta de Gobierno de Colonia Alemana, Distrito Mandisoví, Departamento Federación, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Federación	Colonia Ensanche Sauce	0	0	0	0	1	0	0	1	0	2	-30.8569389	-57.8659379	Colonia Ensanche Sauce, Santa Ana, Distrito Mandisoví, Departamento Federación, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Federación	Colonia La Argentina	0	0	0	0	1	1	1	1	0	4	-31.1008487	-58.02313789458162	Junta de Gobierno de Colonia La Argentina, Comuna Gualeguaycito, Distrito Gualeguaycito, Departamento Federación, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Federación	Colonia Peña	0	0	0	0	0	0	0	1	0	1	-30.8007844	-58.1799908	San Ramón, Junta de Gobierno de San Ramón, Distrito Mandisoví, Departamento Federación, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Federación	Colonia Santa María	0	0	0	0	1	0	0	1	0	2	-30.5913496	-58.1855776	Colonia Santa María, Junta de Gobierno de Colonia Santa María y Las Margaritas, Distrito Tatutí, Departamento Federación, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Federación	Federación	1	0	0	1	1	1	1	1	0	6	-30.9829882	-57.9236973	Federación, 1087, Las Magnolias, Federación, Distrito Gualeguaycito, Departamento Federación, Entre Ríos, 3206, Argentina
ARGENTINA	ENTRE RIOS	Federación	Los Conquistadores	0	1	0	0	1	1	1	1	0	5	-30.9975771	-57.920161	Los Conquistadores, Federación, Distrito Gualeguaycito, Departamento Federación, Entre Ríos, 3206, Argentina
ARGENTINA	ENTRE RIOS	Federación	San Jaime de la Frontera	0	1	0	0	1	1	1	1	0	5	-30.3403336	-58.3070069	San Jaime de la Frontera, Distrito Tatutí, Departamento Federación, Entre Ríos, 3185, Argentina
ARGENTINA	ENTRE RIOS	Federación	San Pedro	0	0	0	1	1	0	0	1	0	3	-30.756868	-58.0813122	San Pedro, Comuna San Pedro, Distrito Mandisoví, Departamento Federación, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Federación	San Ramón	0	0	0	0	0	0	0	0	0	0	-30.8007844	-58.1799908	San Ramón, Junta de Gobierno de San Ramón, Distrito Mandisoví, Departamento Federación, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Federación	Santa Ana	0	1	0	1	1	1	1	1	0	6	-30.9	-57.933333	Santa Ana, Distrito Mandisoví, Departamento Federación, Entre Ríos, 3208, Argentina
ARGENTINA	ENTRE RIOS	Federación	Villa del Rosario	0	1	0	1	0	1	1	1	0	5	-30.7957506	-57.9146132	Villa del Rosario, Distrito Mandisoví, Departamento Federación, Entre Ríos, 3229, Argentina
ARGENTINA	ENTRE RIOS	Federal	Conscripto Bernardi	0	0	0	0	1	0	1	1	0	3	-31.0453055	-59.086563	Conscripto Bernardi, Distrito Banderas, Departamento Federal, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Federal	El Cimarrón	0	0	0	0	0	0	1	1	0	2	-30.9863446	-58.9779527	El Cimarrón, Junta de Gobierno de El Cimarrón, Distrito Diego López, Departamento Federal, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Federal	Federal	1	0	0	1	1	0	1	1	0	5	-30.9558743	-58.7797943	Federal, Distrito Francisco Ramírez, Departamento Federal, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Federal	Nueva Vizcaya	0	0	0	0	1	0	0	1	0	2	-30.9676077	-58.611588	Nueva Vizcaya, Distrito Francisco Ramírez, Departamento Federal, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Federal	Sauce de Luna	0	0	0	1	1	0	1	1	1	5	-31.2395251	-59.2175232	Municipio Sauce de Luna, Distrito Sauce de Luna, Departamento Federal, Entre Ríos, 3144, Argentina
ARGENTINA	ENTRE RIOS	Feliciano	San José de Feliciano	0	0	0	0	1	1	1	1	1	5	-30.3854477	-58.7506643	Municiplio de San José de Feliciano, Distrito Basualdo, Departamento Feliciano, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Feliciano	San Víctor	1	0	0	0	1	0	1	1	0	4	-30.4862151	-59.0315108	San Víctor, Distrito Manantiales, Departamento Feliciano, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Gualeguay	Aldea Asunción	0	0	0	0	0	0	1	0	0	1	-32.8234443	-59.240042	Aldea Asunción, Junta de Gobierno de Aldea Asunción, Distrito Jacinta, Departamento Gualeguay, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Gualeguay	Estación Lazo	0	0	0	0	1	0	1	0	0	2			
ARGENTINA	ENTRE RIOS	Gualeguay	General Galarza	1	0	0	0	1	1	1	1	0	5	-32.7214435	-59.39577426615453	General Galarza, Distrito Jacinta, Departamento Gualeguay, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Gualeguay	Gualeguay	1	1	0	1	1	1	1	1	1	8	-33.1562503	-59.3069383	Río Gualeguay, Gualeguay, Distrito Cuchilla, Departamento Gualeguay, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Gualeguay	Puerto Ruiz	0	0	0	0	0	0	1	0	0	1	-33.2211852	-59.3641248	Puerto Ruiz, Gualeguay, Distrito Cuchilla, Departamento Gualeguay, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Gualeguaychú	Aldea San Antonio	0	1	0	0	1	0	1	0	1	4	-32.6252003	-58.7044993	Municipio de Aldea San Antonio, Distrito Pehuajó al Norte, Departamento Gualeguaychú, Entre Ríos, 2827, Argentina
ARGENTINA	ENTRE RIOS	Gualeguaychú	Aldea San Juan	0	0	0	0	1	0	0	1	0	2	-32.6960283	-58.766115	Aldea San Juan, Junta de Gobierno de Aldea María San Juan, Distrito Pehuajó al Norte, Departamento Gualeguaychú, Entre Ríos, 2827, Argentina
ARGENTINA	ENTRE RIOS	Gualeguaychú	Enrique Carbó	0	0	0	0	1	0	1	1	0	3	-33.1466039	-59.2094572	Enrique Carbó, Municipio de Enrique Carbó, Distrito Alarcón, Departamento Gualeguaychú, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Gualeguaychú	Estación Escriña	0	0	0	0	0	0	0	0	0	0	-32.608046099999996	-58.90102033396592	Junta de Gobierno de Estación Escriña, Distrito Pehuajó al Norte, Departamento Gualeguaychú, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Gualeguaychú	Faustino M. Parera	1	0	0	0	1	0	1	0	0	3	-32.8032108	-58.8808614	Faustino M. Parera, Junta de Gobierno de Faustino M. Parera, Distrito Pehuajó al Norte, Departamento Gualeguaychú, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Gualeguaychú	General Almada	0	0	0	0	1	0	1	0	0	2	-32.8388797	-58.8053031	General Almada, Junta de Gobierno de General Almada, Distrito Pehuajó al Norte, Departamento Gualeguaychú, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Gualeguaychú	Gilbert	0	1	0	0	1	1	1	0	0	4	-32.533333	-58.933333	Gilbert, Municipio de Gilbert, Distrito San Antonio, Departamento Gualeguaychú, Entre Ríos, 2828, Argentina
ARGENTINA	ENTRE RIOS	Gualeguaychú	Gualeguaychú	1	1	1	1	1	1	1	1	1	9	-33.0078585	-58.5103466	Gualeguaychú, Distrito Costa Uruguay Sur, Departamento Gualeguaychú, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Gualeguaychú	Irazusta	0	0	0	0	0	0	1	0	0	1	-33.0414509	-58.5432878	Julio Irazusta, Barrio suburbio sur, Gualeguaychú, Distrito Costa Uruguay Sur, Departamento Gualeguaychú, Entre Ríos, 2820, Argentina
ARGENTINA	ENTRE RIOS	Gualeguaychú	Larroque	1	0	0	1	1	1	1	1	0	6	-33.0339291	-58.998577	Larroque, Distrito Pehuajó al Sur, Departamento Gualeguaychú, Entre Ríos, 2854, Argentina
ARGENTINA	ENTRE RIOS	Gualeguaychú	Pastor Britos	0	0	0	0	0	0	0	0	0	0	-32.7713714	-58.9062744	Pastor Britos, Junta de Gobierno de Faustino M. Parera, Distrito Pehuajó al Norte, Departamento Gualeguaychú, Entre Ríos, 2824, Argentina
ARGENTINA	ENTRE RIOS	Gualeguaychú	Pueblo General Belgrano	0	1	0	0	1	1	1	0	0	4	-33.0171621	-58.4684427	Pueblo General Belgrano, Municipio de Pueblo General Belgrano, Distrito Costa Uruguay Norte, Departamento Gualeguaychú, Entre Ríos, 2821, Argentina
ARGENTINA	ENTRE RIOS	Gualeguaychú	Urdinarrain	1	1	0	0	1	1	1	1	0	6	-32.6910946	-58.8885673	Municipio de Urdinarrain, Distrito Pehuajó al Norte, Departamento Gualeguaychú, Entre Ríos, Argentina
ARGENTINA	ENTRE RIOS	Islas del Ibicuy	Arroyo Martínez	0	0	0	0	1	1	0	0	0	2	-33.6471135	-58.5963408	Arroyo Martínez, Villa Paranacito, Distrito Paranacito, Departamento Islas del Ibicuy, Entre Ríos, Argentina
